Title,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20
Rumah SHM Terawat 15 Menit ke Gerbang Tol Cimanggis Baru Renov J-30648,2,1,,104 m²,72 m²,"Cimanggis, Depok",Rp 770 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah 15 Menit ke Mall Pesona Square Hadap Selatan Dibantu KPR J32379,3,2,,77 m²,160 m²,"Margonda, Depok","Rp 1,9 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Dibantu KPR 17 Menit ke Stasiun Depok Siap Huni J34093,3,2,,84 m²,62 m²,"Sukmajaya, Depok","Rp 1,05 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah 13 Menit ke One Belpark Mall SHM LT 112 Dibantu KPR J33777,3,3,,112 m²,90 m²,"Cinere, Depok","Rp 1,66 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM Luas 15 Menit ke RS Citra Medika Depok Dibantu KPR J32031,2,1,,105 m²,100 m²,"Cipayung, Depok",Rp 910 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Selatan 5 menit ke RS Citra Medika Depok Dibantu KPR J-17910,3,3,,90 m²,70 m²,"Cilodong, Depok","Rp 1,35 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Siap Huni dekat Gerbang Tol Kukusan 1 Dibantu KPR J-25062,3,2,,90 m²,63 m²,"Limo, Depok","Rp 1,4 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 5 menit ke Stasiun Depok SHM SIap Huni J-19064,2,1,,90 m²,38 m²,"Cilodong, Depok",Rp 970 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 4 Kamar Tidur SHM 15 Mnt ke Gerbang Tol Brigif J-14506,4,3,,144 m²,185 m²,"Cinere, Depok","Rp 2,53 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Rumah 2 Lt SHM 5 menit ke Stasiun Depok Dibantu KPR J-17910,3,3,,90 m²,70 m²,"Sukmajaya, Depok","Rp 1,35 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah SHM 10 menit ke Stasiun Depok Dibantu KPR J-28616,2,2,,86 m²,70 m²,"Cilodong, Depok","Rp 1,08 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Industrial Termurah Cluster One Gate Cinere Nempel Tol,3,3,2,117 m²,120 m²,"Cinere, Depok","Rp 1,5 Miliar",Rumah,Dekat Akses Transportasi,,
Rumah dengan konsep industrial yang tegas dan elegan,3,3,1,117 m²,100 m²,"Cinere, Depok","Rp 1,5 Miliar",Rumah,Dekat Akses Transportasi,,
Rumah LT 126 Siap KPR 2 menit ke RS Citra Medika Depok J28883,2,2,,126 m²,115 m²,"Cilodong, Depok","Rp 1,24 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah SHM LT 140 Siap KPR 10 menit ke Gerbang Tol Cisalak 4 J32355,3,2,,140 m²,81 m²,"Cimanggis, Depok","Rp 1,51 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Syariah Semi Furnish Siap Huni Cibubur dekat Kota Wisata,2,1,1,75 m²,57 m²,"Ciangsana, Depok",Rp 679 Juta,Rumah,Full Furnished,Syariah,Siap Huni
Rumah SHM 2 Lt Hadap Timur 15 Menit ke Gerbang Tol Limo Utama J-37086,3,2,,73 m²,100 m²,"Pancoran Mas, Depok","Rp 1,11 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hook Terawat Dekat Cinere 15 Menit ke Pintu Tol Siap KPR J17179,2,1,,82 m²,50 m²,"Cinere, Depok",Rp 940 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LB 240 SHM Siap KPR 15 Menit ke Mall Pesona Square J-36363,3,3,,100 m²,240 m²,"Cinere, Depok","Rp 2,83 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 5 Kamar Tidur SHM 6 menit ke RS Citra Medika Depok J-36986,5,3,,160 m²,250 m²,"Sukmajaya, Depok","Rp 2,77 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah 6 Menit ke RS Citra Medika Depok Hadap Selatan Dibantu KPR J-38238,3,3,,116 m²,175 m²,"Citayam, Depok","Rp 1,94 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas 10 menit ke Gerbang Tol Brigif Hadap Utara Dibantu KPR J-37927,3,4,,100 m²,135 m²,"Beji, Depok","Rp 2,1 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Strategis 2 Lt Siap KPR 6 Menit ke DTC (Depok Town Center) J-38095,4,2,,75 m²,100 m²,"Sukmajaya, Depok","Rp 1,24 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah SHM Luas Siap KPR 6 Menit ke RS Citra Medika Depok J-37767,3,4,,116 m²,100 m²,"Citayam, Depok","Rp 1,55 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 10 Menit ke Gerbang Tol Cisalak 3 Luas Hadap Selatan J-37648,4,2,,160 m²,71 m²,"Sukmajaya, Depok","Rp 1,55 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Hadap Timur 15 Menit ke Stasiun Citayam Dibantu KPR J-37688,4,4,,178 m²,256 m²,"Citayam, Depok","Rp 3,1 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 12 Menit ke Primaya Hospital Depok SHM Dibantu KPR J-37630,4,3,,80 m²,140 m²,"Cilodong, Depok","Rp 1,17 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas 7 Menit ke DTC (Depok Town Center) Dibantu KPR J-37875,2,1,,120 m²,110 m²,"Sukmajaya, Depok","Rp 1,05 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis SHM 15 Menit ke Stasiun Depok Hadap Utara J-37651,2,1,,90 m²,45 m²,"Cilodong, Depok",Rp 1 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 10 Menit ke Gerbang Tol Brigif 1 SHM Siap Huni J-37554,3,2,,96 m²,180 m²,"Beji, Depok","Rp 1,83 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 15 Menit ke RSIA Citra Insani SHM Dibantu KPR J-37274,2,1,,72 m²,36 m²,"Citayam, Depok",Rp 500 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah SHM Strategis 18 Menit ke Gerbang TOL Limo 1 Siap Huni J34921,3,2,,72 m²,80 m²,"Pancoran Mas, Depok","Rp 1,04 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Siap Huni 15 Menit ke Stasiun Citayam Dibantu KPR J-37534,3,2,,121 m²,80 m²,"Citayam, Depok","Rp 1,33 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM Dibantu KPR 6 Menit ke RS Citra Medika Depok J-37615,3,2,,78 m²,84 m²,"Citayam, Depok","Rp 1,22 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Timur 6 Menit ke RS Citra Medika Depok Dibantu KPR J-37616,3,2,,92 m²,80 m²,"Citayam, Depok","Rp 1,22 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Strategis 15 Mnt ke Stasiun Citayam Hadap Timur J-37614,3,2,,116 m²,90 m²,"Citayam, Depok","Rp 1,22 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 15 Menit ke One Belpark Mall SHM 3 Lt Siap Huni J-37057,2,3,,60 m²,53 m²,"Beji, Depok","Rp 2,77 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 15 menit ke Stasiun Citayam Dibantu KPR J-36986,5,3,,160 m²,250 m²,"Citayam, Depok","Rp 2,77 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah 13 Menit ke Gerbang Tol Sawangan 4 Hadap Utara J-37512,2,1,,83 m²,70 m²,"Limo, Depok",Rp 750 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 13 Menit ke Citimall Cimanggis SHM Dibantu KPR J-36689,4,3,,180 m²,230 m²,"Sukmajaya, Depok","Rp 2,49 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis Siap KPR 15 Mnt ke Stasiun Citayam J-37469,2,1,,77 m²,50 m²,"Citayam, Depok",Rp 670 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 150 Terawat 15 menit ke Terminal Sawangan Dibantu KPR J36684,4,4,,150 m²,144 m²,"Sawangan, Depok","Rp 1,88 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 10 Menit ke Stasiun Citayam SHM Dibantu KPR J-36519,2,1,,75 m²,45 m²,"Cipayung, Depok",Rp 780 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah 6 Kamar Tidur Hadap Selatan 10 menit ke Gerbang Tol Limo Utama J-36903,6,4,,122 m²,200 m²,"Pancoran Mas, Depok","Rp 1,77 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lt SHM 17 menit ke Stasiun Depok Baru Dibantu KPR J-36973,2,1,,72 m²,65 m²,"Pancoran Mas, Depok","Rp 1,66 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Timur SHM 15 menit ke Stasiun Citayam Siap KPR J-36658,2,1,,72 m²,45 m²,"Sawangan, Depok",Rp 450 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah 4 Menit ke Gerbang Tol Sawangan Hadap Selatan Dibantu KPR J-36836,3,2,,65 m²,90 m²,"Pancoran Mas, Depok",Rp 880 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 15 menit ke Mall Paradise Walk Serpong Dibantu KPR J-36449,2,1,,78 m²,78 m²,"Bojong Sari, Depok",Rp 590 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 7 Menit ke Gerbang Tol Sawangan 4 Hadap Selatan Siap Huni J-36868,2,2,,100 m²,72 m²,"Pancoran Mas, Depok",Rp 780 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Terawat LT 93 Akses Dekat Terminal Sawangan Dibantu KPR J37275,2,1,,93 m²,85 m²,"Sawangan, Depok",Rp 560 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah LT 150 Hadap Selatan SHM 4 menit ke The Park Sawangan J-36684,4,4,,150 m²,144 m²,"Pancoran Mas, Depok","Rp 1,83 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 6 Kamar Tidur Hadap Selatan 10 menit ke Gerbang Tol Limo Utama J-36903,6,4,,122 m²,200 m²,"Citayam, Depok","Rp 1,77 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM 2 Lt Siap Huni dekat  Gerbang Tol Cisalak 3 Dibantu KPR J-36973,3,2,,72 m²,65 m²,"Citayam, Depok","Rp 1,66 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Timur 7 menit ke Terminal Sawangan Dibantu KPR J-36658,2,1,,72 m²,45 m²,"Pancoran Mas, Depok",Rp 450 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah SHM 2 Lt Siap Huni 15 menit ke Gerbang Tol Cisalak 4 J-37046,2,2,,93 m²,115 m²,"Sukmajaya, Depok",Rp 1 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Hadap Selatan 15 Mnt ke Stasiun Depok Baru Dibantu KPR J-36836,3,2,,65 m²,90 m²,"Citayam, Depok",Rp 880 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 15 menit ke Mall Paradise Walk Serpong Dibantu KPR J-36449,2,1,,78 m²,78 m²,"Sawangan, Depok",Rp 590 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 7 Menit ke Gerbang Tol Sawangan 4 Hadap Selatan J-36868,2,2,,100 m²,72 m²,"Limo, Depok",Rp 780 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Idaman SHM Akses Dekat Gerbang Tol Sawangan 4 Bisa KPR J35468,2,2,,66 m²,47 m²,"Sawangan, Depok","Rp 1,09 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai 15 menit ke Gerbang Tol Sawangan 4 Hadap Utara J35403,3,2,,72 m²,144 m²,"Sawangan, Depok",Rp 560 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lt Strategis 10 menit ke Grand Mall Cimanggis Dibantu KPR J-37308,3,1,,85 m²,79 m²,"Cimanggis, Depok",Rp 660 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 10 Menit ke Gerbang Tol Cimanggis 1 SHM Dibantu KPR J-37709,3,2,,96 m²,92 m²,"Tapos, Depok","Rp 1,88 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 3 KT Siap Huni 15 Menit ke Gerbang Tol Cisalak 2 Hadap Timur J34141,3,2,,107 m²,54 m²,"Cimanggis, Depok","Rp 1,05 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Asri Terawat 10 Menit ke Gerbang Tol Cimanggis 5 Siap KPR J34469,5,4,,257 m²,292 m²,"Tapos, Depok","Rp 4,98 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Tanah Luas 5 Menit ke Eka Hospital Margonda 3 Lt Hadap Utara J34181,5,6,,298 m²,453 m²,"Beji, Depok","Rp 4,54 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis 15 menit ke Terminal Sawangan LT 90 Siap KPR J35419,2,1,,90 m²,70 m²,"Limo, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 90 Terawat 10 Menit ke Gerbang Tol Kukusan 1 Siap KPR J34680,2,2,,90 m²,70 m²,"Pancoran Mas, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 3 KT Strategis 11 Menit ke Stasiun Depok Baru Hadap Timur J34418,3,1,,96 m²,60 m²,"Pancoran Mas, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Seken Terawat 6 Menit ke RSUD Depok Timur SHM Siap Huni J34302,3,1,,100 m²,50 m²,"Tapos, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 15 menit ke Gerbang Tol Cimanggis Bebas Banjir J34301,3,1,,104 m²,50 m²,"Tapos, Depok",Rp 890 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Minimalis 1 Lt 10 Menit ke Stasiun Pondok Cina Siap Huni J34618,3,1,,84 m²,84 m²,"Sukmajaya, Depok",Rp 870 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai di Depok 11 Menit ke Terminal Siap Huni Dibantu KPR J33852,3,2,,66 m²,77 m²,"Bojong Sari, Depok","Rp 1,33 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Terawat 10 menit ke Gerbang Tol Margonda 1 Hadap Utara J34468,4,2,,104 m²,120 m²,"Cimanggis, Depok","Rp 2,21 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni 9 Menit ke Gerbang Tol Kukusan 3 Dibantu KPR J34252,3,2,,96 m²,190 m²,"Beji, Depok","Rp 2,21 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Strategis 16 Menit ke Pintu Tol Cisalak 4 Hadap Utara J34639,3,3,,238 m²,150 m²,"Cilodong, Depok","Rp 1,99 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Tanah Luas 13 Menit ke Stasiun Depok Baru Dibantu KPR J34395,2,2,,145 m²,60 m²,"Pancoran Mas, Depok","Rp 1,88 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM 1 Lantai 13 menit ke RSU Brawijaya Sawangan Bisa KPR J33754,2,1,,84 m²,45 m²,"Bojong Sari, Depok",Rp 830 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Strategis 8 Menit ke Mall Depok Town Center Dibantu KPR J-38634,3,2,,238 m²,238 m²,"Pancoran Mas, Depok","Rp 1,88 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Rasa Villa akses 5 menit ke alun alun Depok,3,2,2,72 m²,65 m²,"Cilodong, Depok",Rp 600 Juta,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
"Rumah 2 Lantai Di Sawangan Depok Lokasi Strategis, Hadap Barat",3,3,1,65 m²,78 m²,"Sawangan, Depok","Rp 1,05 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Termurah Type 2 Lantai Dekat Tol Cijago Dan Stasiun Depok,3,2,1,51 m²,70 m²,"Cilodong, Depok",Rp 699 Juta,Rumah,Syariah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai Di Pancoran Mas Depok Dekat Pintu Tol Cijago,3,3,2,61 m²,55 m²,"Pancoran Mas, Depok",Rp 890 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
"Rumah 2 Lantai Di Shafa One Residence, Cinere. Shm",3,2,1,60 m²,90 m²,"Cinere, Depok","Rp 1,35 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Furnished Modern Akses 900 Meter Ke Pintu Tol Depok,4,3,2,72 m²,130 m²,"Sawangan, Depok",Rp 900 Juta,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
"Rumah Nyaman Siap Huni di Griya Telaga Permai Cilangkap, Tapos, Depok",5,2,1,144 m²,220 m²,"Tapos, Depok","Rp 1,9 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Sekolah
Rumah Minimalis Dekat Cinere 15 Menit ke Pintu Tol Bebas Banjir J32032,2,1,,97 m²,60 m²,"Cinere, Depok",Rp 780 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah LT 135 SHM Siap KPR dekat  Gerbang Tol Cimanggis 3 J-11227,3,2,,135 m²,135 m²,"Cimanggis, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Tingkat Di Perumahan Reni Jaya Bojongsari Depok,4,3,1,112 m²,150 m²,"Bojong Sari, Depok",Rp 650 Juta,Rumah,Bebas Banjir,Dekat Sekolah,Lelang
Rumah Siap Huni Didepok Dua Tole Iskandar,2,1,1,76 m²,50 m²,"Cilodong, Depok",Rp 625 Juta,Rumah,Siap Huni,Dekat Fasilitas Kesehatan,
"Rumah Di Tengah Kota Depok - Beji, Dekat Stasiun Dan Mall",4,3,1,191 m²,133 m²,"Beji, Depok","Rp 1,3 Miliar",Rumah,Dekat Akses Transportasi,,
TURUN HARGA RUMAH SAMPING TOL ANDARA. (Green Andara Residences) DEPOK,4,3,2,155 m²,150 m²,"Depok I, Depok","Rp 4,85 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2lantai akses 2 mobil dekat pintu tol limo ,3,2,1,64 m²,75 m²,"Cinere, Depok","Rp 1,1 Miliar",Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,
Rumah Cantik Siap Huni 2 Lantai Dengan Swimming Pool Di Puri Cinere SHM Rumah,4,4,6,800 m²,440 m²,"Cinere, Depok","Rp 13,5 Miliar",Rumah,Siap Huni,,
Dijual Rumah Cantik Dan Asri Di Kompleks Terdepan Di Cinere Dekat Dengan Mall Dan Akses Jalan Lebar,4,4,4,800 m²,940 m²,"Cinere, Depok","Rp 13,5 Miliar",Rumah,Dekat Pusat Perbelanjaan,,
Rumah Scandinavian Akses 10 menit ke LRT Cibubur&Tol Cisalak,3,2,2,55 m²,70 m²,"Cimanggis, Depok",Rp 900 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Rumah Depan Jalan Besar Rumah,4,3,1,389 m²,300 m²,"Cinere, Depok",Rp 10 Miliar,Rumah,Bisa Nego,,
Turun Harga! Dijual Rumah Cantik Dan Cozy Di Bukit Cinere Indah,4,3,2,294 m²,250 m²,"Cinere, Depok","Rp 3,7 Miliar",Rumah,Dekat Akses Transportasi,Dekat Sekolah,
Rumah 2 Lantai Dalam Komplek Megapolitan Cinere,3,3,2,120 m²,200 m²,"Cinere, Depok","Rp 2,49 Miliar",Rumah,Bebas Banjir,Dekat Akses Transportasi,
Rumah 2 Lantai Dalam Townhouse Exclusive di Cinere,2,2,1,65 m²,80 m²,"Cinere, Depok","Rp 1,5 Miliar",Rumah,Siap Huni,Bebas Banjir,
"Jual Cepat Rumah Konsep Villa Bali Di Cluster Viscany Grand Depok City Di Blok D Cluster Viscany Residence, Grand Depok City ",5,4,3,290 m²,250 m²,"Cilodong, Depok","Rp 4,75 Miliar",Rumah,Dekat Fasilitas Kesehatan,,
Rumah Siap Huni Dengan Halaman Luas Di Cinangka,4,3,2,400 m²,300 m²,"Cinangka, Depok","Rp 4,6 Miliar",Rumah,Bisa Nego,Full Furnished,Syariah
Rumah Modern Minimalis Semi Furnished Dalam Komplek Mega Cinere.,4,3,2,90 m²,120 m²,"Cinere, Depok","Rp 1,87 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Terawat di Cinere Harga Spesial – Lokasi Strategis & Jalan Lebar,2,3,2,202 m²,93 m²,"Cinere, Depok","Rp 2,3 Miliar",Rumah,Bisa Nego,Full Furnished,Siap Huni
Rumah 1 Lantai Di Komplek Asri Dekat Pintu Tol Sawangan & Limo,2,1,1,75 m²,51 m²,"Pancoran Mas, Depok",Rp 725 Juta,Rumah,Bisa Nego,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
"Jual Cepat/BU - Good Deal, Nego, Rumah di Cinere Megapolitan, unfurnished",3,3,2,432 m²,320 m²,"Cinere, Depok","Rp 3,95 Miliar",Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni LT 159 Akses Dekat RS Brawijaya Depok Baru Renov J25669,3,2,,159 m²,110 m²,"Bojong Sari, Depok","Rp 1,57 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas 1 Lantai 9 Menit ke Gerbang Toll Limo 1 Siap Huni Bisa KPR J25844,2,1,,250 m²,64 m²,"Limo, Depok","Rp 1,39 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Dalam Komplek Pancoran Mas Permai Mampang Depok,3,3,2,84 m²,95 m²,"Pancoran Mas, Depok","Rp 1,35 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Rumah Siap Huni Di Cinangka Dekat Tol Pamulang,3,2,2,72 m²,90 m²,"Cinangka, Depok",Rp 850 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah 500jtan Ada Carport 10 Menit ke RSU Brawijaya Sawangan Depok Siap KPR J24985,2,1,,79 m²,60 m²,"Sawangan, Depok",Rp 500 Juta,Rumah,Bisa Nego,Siap Huni,Dekat Akses Transportasi
Rumah 3 KT Strategis 15 Menit ke Stasiun Depok Baru Hadap Selatan J25468,3,2,,60 m²,70 m²,"Pancoran Mas, Depok",Rp 590 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Utara SHM Siap KPR 15 Mnt ke Citayam J23336,1,1,,60 m²,60 m²,"Cipayung, Depok",Rp 340 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Terawat Siap Huni 3 Menit ke Gerbang Toll Limo 1 Bebas Banjir J-25010,3,2,,97 m²,80 m²,"Limo, Depok","Rp 1,51 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Minimalis SHM 15 menit ke Stasiun Depok LT 78 Dibantu KPR J30703,2,1,,78 m²,55 m²,"Cilodong, Depok",Rp 720 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Strategis Bisa KPR 10 Menit ke Stasiun Depok LT 153 Siap Huni J30725,3,2,,153 m²,144 m²,"Cipayung, Depok",Rp 780 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai 9 Menit ke RSU Brawijaya Sawangan SHM Hadap Utara J34516,3,2,,74 m²,80 m²,"Sawangan, Depok",Rp 1 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Kamar di Depok Akses Dekat Tol dan Stasiun Dibantu KPR J32942,2,1,,53 m²,36 m²,"Cilodong, Depok",Rp 390 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
